,original,Texto,endereço,tipo
12,V - o pluralismo político.,"Art. 1º A República Federativa do Brasil, formada pela união indissolúvel dos Estados e Municípios e do Distrito Federal, constitui-se em Estado Democrático de Direito e tem como fundamentos:V - o pluralismo político.","cf88,0,,,,0,4,,",art-inciso
13,OBS.: Os fundamentos da República Federativa do Brasil incluem o pluralismo político e a cidadania.,OBS.: Os fundamentos da República Federativa do Brasil incluem o pluralismo político e a cidadania.,"cf88,0,,,,0,4,,",questao
14,"OBS.: É fundamento da República Federativa do Brasil, disposto de forma expressa na Constituição Federal, o pluralismo político.","OBS.: É fundamento da República Federativa do Brasil, disposto de forma expressa na Constituição Federal, o pluralismo político.","cf88,0,,,,0,4,,",questao
15,"Parágrafo único. Todo o poder emana do povo, que o exerce por meio de representantes eleitos ou diretamente, nos termos desta Constituição.","Parágrafo único. Todo o poder emana do povo, que o exerce por meio de representantes eleitos ou diretamente, nos termos desta Constituição.","cf88,0,,,,0,5,,",par
16,"Art. 2º São Poderes da União, independentes e harmônicos entre si, o Legislativo, o Executivo e o Judiciário.","Art. 2º São Poderes da União, independentes e harmônicos entre si, o Legislativo, o Executivo e o Judiciário.","cf88,0,,,,1,,,",art
17,"OBS.: A CF instituiu mecanismos de freios e contrapesos, de modo a concretizar-se a harmonia entre os Poderes Legislativo, Executivo e Judiciário, como, por exemplo, a possibilidade de que o Poder Judiciário declare a inconstitucionalidade das leis.","OBS.: A CF instituiu mecanismos de freios e contrapesos, de modo a concretizar-se a harmonia entre os Poderes Legislativo, Executivo e Judiciário, como, por exemplo, a possibilidade de que o Poder Judiciário declare a inconstitucionalidade das leis.","cf88,0,,,,1,,,",questao
18,"OBS.: Lei estadual, de iniciativa parlamentar, que crie atribuições para determinada secretaria do estado, deverá ser declarada inconstitucional por vício de iniciativa.","OBS.: Lei estadual, de iniciativa parlamentar, que crie atribuições para determinada secretaria do estado, deverá ser declarada inconstitucional por vício de iniciativa.","cf88,0,,,,1,,,",questao
19,"OBS.: Os poderes absolutos do Estado INVIABILIZAM, dentro de cada comunidade estatal concreta, o exercício dos direitos e garantias individuais e coletivos e a prática efetiva das liberdades públicas.","OBS.: Os poderes absolutos do Estado INVIABILIZAM, dentro de cada comunidade estatal concreta, o exercício dos direitos e garantias individuais e coletivos e a prática efetiva das liberdades públicas.","cf88,0,,,,1,,,",questao
20,"OBS.: Segundo o entendimento do STF, representa respeito à independência dos Três Poderes, a imposição pelo Poder Judiciário à administração pública de obrigação de fazer, visando à execução de obras emergenciais em estabelecimentos prisionais.","OBS.: Segundo o entendimento do STF, representa respeito à independência dos Três Poderes, a imposição pelo Poder Judiciário à administração pública de obrigação de fazer, visando à execução de obras emergenciais em estabelecimentos prisionais.","cf88,0,,,,1,,,",questao
21,"OBS.: O princípio da separação de poderes apresenta a dimensão positiva, que traça a ordenação e a organização dos poderes constituídos, e a dimensão negativa, que fixa limites e controles na relação entre os poderes.","OBS.: O princípio da separação de poderes apresenta a dimensão positiva, que traça a ordenação e a organização dos poderes constituídos, e a dimensão negativa, que fixa limites e controles na relação entre os poderes.","cf88,0,,,,1,,,",questao
22,"OBS.: Ao se condicionar a aprovação de licenciamento ambiental à prévia autorização de assembleia legislativa, viola-se o princípio da separação de poderes.","OBS.: Ao se condicionar a aprovação de licenciamento ambiental à prévia autorização de assembleia legislativa, viola-se o princípio da separação de poderes.","cf88,0,,,,1,,,",questao
23,"OBS.: No Brasil, o controle judicial é exercido, com exclusividade, pelo Poder Judiciário.","OBS.: No Brasil, o controle judicial é exercido, com exclusividade, pelo Poder Judiciário.","cf88,0,,,,1,,,",questao
24,"OBS.: A chamada reserva jurisdicional é privativa do Poder Judiciário, NÃO podendo , MESMO QUE excepcionalmente, ser exercida pelo Poder Executivo ou Legislativo em função atípica.","OBS.: A chamada reserva jurisdicional é privativa do Poder Judiciário, NÃO podendo , MESMO QUE excepcionalmente, ser exercida pelo Poder Executivo ou Legislativo em função atípica.","cf88,0,,,,1,,,",questao
25,"OBS.: A função típica do Poder Judiciário é a jurisdicional, MAS LHE É PERMITIDA a prática das funções administrativa e legislativa, DE FORMA ATÍPICA.","OBS.: A função típica do Poder Judiciário é a jurisdicional, MAS LHE É PERMITIDA a prática das funções administrativa e legislativa, DE FORMA ATÍPICA.","cf88,0,,,,1,,,",questao
26,"OBS.: O constitucionalismo moderno surgiu no século XVIII, trazendo novos conceitos e práticas constitucionais, como a separação de poderes, os direitos individuais e a supremacia constitucional.","OBS.: O constitucionalismo moderno surgiu no século XVIII, trazendo novos conceitos e práticas constitucionais, como a separação de poderes, os direitos individuais e a supremacia constitucional.","cf88,0,,,,1,,,",questao
27,"OBS.: Segundo o delineamento constitucional, os poderes do Estado são independentes e harmônicos entre si e suas funções são reciprocamente indelegáveis.","OBS.: Segundo o delineamento constitucional, os poderes do Estado são independentes e harmônicos entre si e suas funções são reciprocamente indelegáveis.","cf88,0,,,,1,,,",questao
28,"OBS.: A repartição do poder estatal em funções ? legislativa, executiva e jurisdicional ? não descaracteriza a sua unicidade e indivisibilidade.","OBS.: A repartição do poder estatal em funções ? legislativa, executiva e jurisdicional ? não descaracteriza a sua unicidade e indivisibilidade.","cf88,0,,,,1,,,",questao
29,"OBS.: A função administrativa NÃO é exclusiva do Poder Executivo, SENDO possível seu exercício pelos outros poderes da República.","OBS.: A função administrativa NÃO é exclusiva do Poder Executivo, SENDO possível seu exercício pelos outros poderes da República.","cf88,0,,,,1,,,",questao
30,"OBS.: A aplicação da lei pelo Poder Executivo, no exercício da função administrativa, INDEPENDE de provocação do interessado, sendo PERMITIDA a aplicação de ofício.","OBS.: A aplicação da lei pelo Poder Executivo, no exercício da função administrativa, INDEPENDE de provocação do interessado, sendo PERMITIDA a aplicação de ofício.","cf88,0,,,,1,,,",questao
31,"OBS.: A CF conferiu elevado status constitucional ao MP, desvinculando-o dos capítulos dos Poderes Legislativo, Executivo e Judiciário.","OBS.: A CF conferiu elevado status constitucional ao MP, desvinculando-o dos capítulos dos Poderes Legislativo, Executivo e Judiciário.","cf88,0,,,,1,,,",questao
32,Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:,Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:,"cf88,0,,,,2,,,",art
33,"I - construir uma sociedade livre, justa e solidária;","Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:I - construir uma sociedade livre, justa e solidária;","cf88,0,,,,2,6,,",art-inciso
34,II - garantir o desenvolvimento nacional;,Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:II - garantir o desenvolvimento nacional;,"cf88,0,,,,2,7,,",art-inciso
35,III - erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais;,Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:III - erradicar a pobreza e a marginalização e reduzir as desigualdades sociais e regionais;,"cf88,0,,,,2,8,,",art-inciso
36,"IV - promover o bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação.","Art. 3º Constituem objetivos fundamentais da República Federativa do Brasil:IV - promover o bem de todos, sem preconceitos de origem, raça, sexo, cor, idade e quaisquer outras formas de discriminação.","cf88,0,,,,2,9,,",art-inciso
37,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:,"cf88,0,,,,3,,,",art
38,I - independência nacional;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:I - independência nacional;,"cf88,0,,,,3,10,,",art-inciso
39,II - prevalência dos direitos humanos;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:II - prevalência dos direitos humanos;,"cf88,0,,,,3,11,,",art-inciso
40,III - autodeterminação dos povos;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:III - autodeterminação dos povos;,"cf88,0,,,,3,12,,",art-inciso
41,IV - não-intervenção;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:IV - não-intervenção;,"cf88,0,,,,3,13,,",art-inciso
42,V - igualdade entre os Estados;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:V - igualdade entre os Estados;,"cf88,0,,,,3,14,,",art-inciso
43,VI - defesa da paz;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:VI - defesa da paz;,"cf88,0,,,,3,15,,",art-inciso
44,VII - solução pacífica dos conflitos;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:VII - solução pacífica dos conflitos;,"cf88,0,,,,3,16,,",art-inciso
45,VIII - repúdio ao terrorismo e ao racismo;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:VIII - repúdio ao terrorismo e ao racismo;,"cf88,0,,,,3,17,,",art-inciso
46,"OBS.: No âmbito das relações internacionais, a República Federativa do Brasil adotou expressamente como princípio o repúdio ao terrorismo e ao racismo.","OBS.: No âmbito das relações internacionais, a República Federativa do Brasil adotou expressamente como princípio o repúdio ao terrorismo e ao racismo.","cf88,0,,,,3,17,,",questao
47,IX - cooperação entre os povos para o progresso da humanidade;,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:IX - cooperação entre os povos para o progresso da humanidade;,"cf88,0,,,,3,18,,",art-inciso
48,X - concessão de asilo político.,Art. 4º A República Federativa do Brasil rege-se nas suas relações internacionais pelos seguintes princípios:X - concessão de asilo político.,"cf88,0,,,,3,19,,",art-inciso
49,OBS.: A Constituição Federal de 1988 (CF) PREVÊ expressamente o princípio da concessão de asilo político.,OBS.: A Constituição Federal de 1988 (CF) PREVÊ expressamente o princípio da concessão de asilo político.,"cf88,0,,,,3,19,,",questao
50,"Parágrafo único. A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina, visando à formação de uma comunidade latino-americana de nações.","Parágrafo único. A República Federativa do Brasil buscará a integração econômica, política, social e cultural dos povos da América Latina, visando à formação de uma comunidade latino-americana de nações.","cf88,0,,,,3,20,,",par
51,"Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:","cf88,1,0,,,4,,,",art
52,"OBS.: Os direitos e as garantias expressos na Constituição Federal de 1988 (CF) NÃO excluem outros de caráter constitucional decorrentes do regime e dos princípios por ela adotados, uma vez que a enumeração constante no artigo 5.º da CF é EXEMPLIFICATIVA.","OBS.: Os direitos e as garantias expressos na Constituição Federal de 1988 (CF) NÃO excluem outros de caráter constitucional decorrentes do regime e dos princípios por ela adotados, uma vez que a enumeração constante no artigo 5.º da CF é EXEMPLIFICATIVA.","cf88,1,0,,,4,,,",questao
53,"OBS.: Na CF, a classificação dos direitos e garantias fundamentais restringe-se a CINCO categorias: os direitos individuais e coletivos, os direitos de nacionalidade e os direitos políticos, DIREITOS SOCIAIS E DIREITOS DOS PARTIDOS POLÍTICOS","OBS.: Na CF, a classificação dos direitos e garantias fundamentais restringe-se a CINCO categorias: os direitos individuais e coletivos, os direitos de nacionalidade e os direitos políticos, DIREITOS SOCIAIS E DIREITOS DOS PARTIDOS POLÍTICOS","cf88,1,0,,,4,,,",questao
54,"OBS.: Os direitos fundamentais de SEGUNDA dimensão são aqueles que outorgam ao indivíduo direitos a prestações sociais estatais, caracterizando-se, na maioria das vezes, como normas constitucionais programáticas.","OBS.: Os direitos fundamentais de SEGUNDA dimensão são aqueles que outorgam ao indivíduo direitos a prestações sociais estatais, caracterizando-se, na maioria das vezes, como normas constitucionais programáticas.","cf88,1,0,,,4,,,",questao
55,OBS.: As liberdades individuais garantidas na Constituição Federal de 1988 não possuem caráter absoluto.,OBS.: As liberdades individuais garantidas na Constituição Federal de 1988 não possuem caráter absoluto.,"cf88,1,0,,,4,,,",questao
56,"OBS.: O direito ao meio ambiente ecologicamente equilibrado é considerado um direito fundamental de terceira geração, em razão de ser baseado no interesse comum que liga e une as pessoas e ter caráter universal.","OBS.: O direito ao meio ambiente ecologicamente equilibrado é considerado um direito fundamental de terceira geração, em razão de ser baseado no interesse comum que liga e une as pessoas e ter caráter universal.","cf88,1,0,,,4,,,",questao
57,OBS.: O direito à integridade do meio ambiente é típico direito de terceira dimensão e constitui prerrogativa jurídica de titularidade coletiva.,OBS.: O direito à integridade do meio ambiente é típico direito de terceira dimensão e constitui prerrogativa jurídica de titularidade coletiva.,"cf88,1,0,,,4,,,",questao
58,OBS.: O direito ao meio ambiente ecologicamente equilibrado é considerado direito fundamental de terceira geração.,OBS.: O direito ao meio ambiente ecologicamente equilibrado é considerado direito fundamental de terceira geração.,"cf88,1,0,,,4,,,",questao
59,"OBS.: As pessoas jurídicas são beneficiárias dos direitos e garantias individuais, desde que tais direitos sejam compatíveis com sua natureza.","OBS.: As pessoas jurídicas são beneficiárias dos direitos e garantias individuais, desde que tais direitos sejam compatíveis com sua natureza.","cf88,1,0,,,4,,,",questao
60,OBS.: A CF traz uma enumeração EXEMPLIFICATIVA dos direitos fundamentais.,OBS.: A CF traz uma enumeração EXEMPLIFICATIVA dos direitos fundamentais.,"cf88,1,0,,,4,,,",questao
61,"OBS.: Embora não haja menção expressa no texto da CF, determinados direitos e garantias fundamentais poderão ser estendidos às pessoas jurídicas.","OBS.: Embora não haja menção expressa no texto da CF, determinados direitos e garantias fundamentais poderão ser estendidos às pessoas jurídicas.","cf88,1,0,,,4,,,",questao
62,"OBS.: É possível conceber a Teoria do Impacto Desproporcional como aquela que permite que se constatem violações ao princípio da igualdade quando os efeitos práticos de determinadas normas, aparentemente neutras, causem dano excessivo, ainda que não intencional, aos integrantes de determinados grupos vulneráveis.","OBS.: É possível conceber a Teoria do Impacto Desproporcional como aquela que permite que se constatem violações ao princípio da igualdade quando os efeitos práticos de determinadas normas, aparentemente neutras, causem dano excessivo, ainda que não intencional, aos integrantes de determinados grupos vulneráveis.","cf88,1,0,,,4,,,",questao
63,OBS.: As liberdades existenciais ENCONTRAM MAIS ENFASE QUE AS LIBERDADES econômicas.,OBS.: As liberdades existenciais ENCONTRAM MAIS ENFASE QUE AS LIBERDADES econômicas.,"cf88,1,0,,,4,,,",questao
64,"I - homens e mulheres são iguais em direitos e obrigações, nos termos desta Constituição;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:I - homens e mulheres são iguais em direitos e obrigações, nos termos desta Constituição;","cf88,1,0,,,4,21,,",art-inciso
65,II - ninguém será obrigado a fazer ou deixar de fazer alguma coisa senão em virtude de lei;,"Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:II - ninguém será obrigado a fazer ou deixar de fazer alguma coisa senão em virtude de lei;","cf88,1,0,,,4,22,,",art-inciso
66,"OBS.: Dado o princípio da LEGALIDADE, NÃO é possível à administração pública, mediante portaria, impor vedações ou criar obrigações aos administrados.","OBS.: Dado o princípio da LEGALIDADE, NÃO é possível à administração pública, mediante portaria, impor vedações ou criar obrigações aos administrados.","cf88,1,0,,,4,22,,",questao
67,III - ninguém será submetido a tortura nem a tratamento desumano ou degradante;,"Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:III - ninguém será submetido a tortura nem a tratamento desumano ou degradante;","cf88,1,0,,,4,23,,",art-inciso
68,"IV - é livre a manifestação do pensamento, sendo vedado o anonimato;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:IV - é livre a manifestação do pensamento, sendo vedado o anonimato;","cf88,1,0,,,4,24,,",art-inciso
69,"OBS.: É livre a manifestação do pensamento, NÃO sendo o anonimato protegido em face do resguardo à integridade física das pessoas.","OBS.: É livre a manifestação do pensamento, NÃO sendo o anonimato protegido em face do resguardo à integridade física das pessoas.","cf88,1,0,,,4,24,,",questao
70,"V - é assegurado o direito de resposta, proporcional ao agravo, além da indenização por dano material, moral ou à imagem;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:V - é assegurado o direito de resposta, proporcional ao agravo, além da indenização por dano material, moral ou à imagem;","cf88,1,0,,,4,25,,",art-inciso
71,"VI - é inviolável a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cultos religiosos e garantida, na forma da lei, a proteção aos locais de culto e a suas liturgias;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:VI - é inviolável a liberdade de consciência e de crença, sendo assegurado o livre exercício dos cultos religiosos e garantida, na forma da lei, a proteção aos locais de culto e a suas liturgias;","cf88,1,0,,,4,26,,",art-inciso
72,"VII - é assegurada, nos termos da lei, a prestação de assistência religiosa nas entidades civis e militares de internação coletiva;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:VII - é assegurada, nos termos da lei, a prestação de assistência religiosa nas entidades civis e militares de internação coletiva;","cf88,1,0,,,4,27,,",art-inciso
73,"VIII - ninguém será privado de direitos por motivo de crença religiosa ou de convicção filosófica ou política, salvo se as invocar para eximir-se de obrigação legal a todos imposta e recusar-se a cumprir prestação alternativa, fixada em lei;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:VIII - ninguém será privado de direitos por motivo de crença religiosa ou de convicção filosófica ou política, salvo se as invocar para eximir-se de obrigação legal a todos imposta e recusar-se a cumprir prestação alternativa, fixada em lei;","cf88,1,0,,,4,28,,",art-inciso
74,"OBS.: Ninguém poderá ser privado do exercício de um direito por invocar crença religiosa ou convicção filosófica ou política para eximir-se de obrigação legal a todos imposta, SALVO SE EXIMIR-SE DA CONTRAPRESTAÇÃO ALTERNATIVA.","OBS.: Ninguém poderá ser privado do exercício de um direito por invocar crença religiosa ou convicção filosófica ou política para eximir-se de obrigação legal a todos imposta, SALVO SE EXIMIR-SE DA CONTRAPRESTAÇÃO ALTERNATIVA.","cf88,1,0,,,4,28,,",questao
75,"IX - é livre a expressão da atividade intelectual, artística, científica e de comunicação, independentemente de censura ou licença;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:IX - é livre a expressão da atividade intelectual, artística, científica e de comunicação, independentemente de censura ou licença;","cf88,1,0,,,4,29,,",art-inciso
76,"OBS.: A expressão de atividade artística é livre,  E É INDEPENDENTE de licença específica.","OBS.: A expressão de atividade artística é livre,  E É INDEPENDENTE de licença específica.","cf88,1,0,,,4,29,,",questao
77,"X - são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direito a indenização pelo dano material ou moral decorrente de sua violação;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:X - são invioláveis a intimidade, a vida privada, a honra e a imagem das pessoas, assegurado o direito a indenização pelo dano material ou moral decorrente de sua violação;","cf88,1,0,,,4,30,,",art-inciso
78,"OBS.: Se determinada pessoa tomar ciência de que será publicada matéria jornalística que ofenda sua privacidade ou honra, LHE será assegurado o direito de requerer na via judicial que a respectiva matéria não seja divulgada. Ao ofendido NÃO restará apenas a correspondente compensação econômica, E  NÃO tem como premissa necessária a consumação do prejuízo ao direito fundamental. ?Liberdade de imprensa. Decisão liminar. Proibição de reprodução de dados relativos ao autor de ação inibitória ajuizada contra empresa jornalística. Ato decisório fundado na expressa invocação da inviolabilidade constitucional de direitos da personalidade, notadamente o da privacidade, mediante proteção de sigilo legal de dados cobertos por segredo de justiça. (...) Não ofende a autoridade do acórdão proferido na ADPF 130, a decisão que, proibindo a jornal a publicação de fatos relativos ao autor de ação inibitória, se fundou, de maneira expressa, na inviolabilidade constitucional de direitos da personalidade, notadamente o da privacidade, mediante proteção de sigilo legal de dados cobertos por segredo de justiça.? (Rcl 9.428, Rel. Min. Cezar Peluso, julgamento em 10-12-2009, Plenário, DJE de 25-6-2010.)","OBS.: Se determinada pessoa tomar ciência de que será publicada matéria jornalística que ofenda sua privacidade ou honra, LHE será assegurado o direito de requerer na via judicial que a respectiva matéria não seja divulgada. Ao ofendido NÃO restará apenas a correspondente compensação econômica, E  NÃO tem como premissa necessária a consumação do prejuízo ao direito fundamental. ?Liberdade de imprensa. Decisão liminar. Proibição de reprodução de dados relativos ao autor de ação inibitória ajuizada contra empresa jornalística. Ato decisório fundado na expressa invocação da inviolabilidade constitucional de direitos da personalidade, notadamente o da privacidade, mediante proteção de sigilo legal de dados cobertos por segredo de justiça. (...) Não ofende a autoridade do acórdão proferido na ADPF 130, a decisão que, proibindo a jornal a publicação de fatos relativos ao autor de ação inibitória, se fundou, de maneira expressa, na inviolabilidade constitucional de direitos da personalidade, notadamente o da privacidade, mediante proteção de sigilo legal de dados cobertos por segredo de justiça.? (Rcl 9.428, Rel. Min. Cezar Peluso, julgamento em 10-12-2009, Plenário, DJE de 25-6-2010.)","cf88,1,0,,,4,30,,",questao
79,"XI - a casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o dia, por determinação judicial;","Art. 5º Todos são iguais perante a lei, sem distinção de qualquer natureza, garantindo-se aos brasileiros e aos estrangeiros residentes no País a inviolabilidade do direito à vida, à liberdade, à igualdade, à segurança e à propriedade, nos termos seguintes:XI - a casa é asilo inviolável do indivíduo, ninguém nela podendo penetrar sem consentimento do morador, salvo em caso de flagrante delito ou desastre, ou para prestar socorro, ou, durante o dia, por determinação judicial;","cf88,1,0,,,4,31,,",art-inciso
80,OBS.: O Ministério Público NÃO pode determinar a violação de um domicílio para realização de busca e apreensão de objetos que possam servir de prova em um processo.,OBS.: O Ministério Público NÃO pode determinar a violação de um domicílio para realização de busca e apreensão de objetos que possam servir de prova em um processo.,"cf88,1,0,,,4,31,,",questao
81,"OBS.: Escritório de advocacia de advogado investigado pode ser alvo de busca e apreensão por autoridade judicial, que deverá se ater aos documentos e provas que digam respeito exclusivamente ao objeto da investigação judicial, sob pena de ser declarada nula a apreensão de todo o material que extrapolar o âmbito da investigação.","OBS.: Escritório de advocacia de advogado investigado pode ser alvo de busca e apreensão por autoridade judicial, que deverá se ater aos documentos e provas que digam respeito exclusivamente ao objeto da investigação judicial, sob pena de ser declarada nula a apreensão de todo o material que extrapolar o âmbito da investigação.","cf88,1,0,,,4,31,,",questao
